Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
061311,SOUTHEAST COLORADO HOSPITAL DISTRICT,373 E TENTH AVE,SPRINGFIELD,CO,81073,BACA,(719) 523-4501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-102.612423 37.404165)
110054,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,FLOYD,(706) 509-6900,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,POINT (-85.179957 34.260454)
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,(816) 276-4000,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,POINT (-94.558731 39.007169)
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,720 SOUTH SIXTH ST,MONTICELLO,IN,47960,WHITE,(574) 583-7111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,5,Above the national average,,Not Available,16,Same as the national average,,Above the national average,,Same as the national average,,POINT (-86.775623 40.734862)
260047,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,MO,65102,COLE,(573) 632-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,Below the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-92.181588 38.567018)
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,E. BATON ROUGE,(225) 752-2470,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-91.001513 30.440994)
390062,"NASON MEDICAL CENTER, LLC",105 NASON DRIVE,ROARING SPRING,PA,16673,BLAIR,(814) 224-2141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,Same as the national average,,Not Available,5,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,5,POINT (-78.388945 40.338067)
521326,THEDACARE MEDICAL CENTER - NEW LONDON,1405 MILL ST,NEW LONDON,WI,54961,WAUPACA,(920) 531-2000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Not Available,5,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,5,POINT (-88.733124 44.381668)
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,WA,99352,BENTON,(509) 946-4611,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,POINT (-119.28112099999998 46.280462)
010011,ST. VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,(205) 838-3122,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-86.665182 33.595351)
170074,GEARY COMMUNITY HOSPITAL,1102 ST MARY'S ROAD,JUNCTION CITY,KS,66441,GEARY,(785) 238-4131,Acute Care Hospitals,Government - Local,Yes,,3,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-96.849798 39.013979)
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH B STREET,ZUNI,NM,87327,MCKINLEY,(505) 782-4431,Acute Care Hospitals,Government - Federal,Yes,,Not Available,16,Not Available,5,Not Available,5,Not Available,5,Not Available,16,Below the national average,,Not Available,5,Not Available,16,
454006,TERRELL STATE HOSPITAL,1200 E BRIN STREET,TERRELL,TX,75160,KAUFMAN,(972) 524-6452,Psychiatric,Government - State,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-96.263124 32.738473)
450885,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,12505 LEBANON ROAD,FRISCO,TX,75035,COLLIN,(972) 963-3333,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-96.769892 33.115871)
100071,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,HERNANDO,(352) 796-5111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,5,POINT (-82.443386 28.541115000000005)
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-74.86041 40.532524)
121305,LANAI COMMUNITY HOSPITAL,628 7TH STREET,LANAI CITY,HI,96763,MAUI,(808) 565-8450,Critical Access Hospitals,Government - State,Yes,,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,POINT (-156.918002 20.826735)
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,3,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-120.369442 37.976728)
024001,NORTH STAR HOSPITAL,2530 DEBARR RD,ANCHORAGE,AK,99508,ANCHORAGE,(907) 264-3526,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-149.834246 61.20808)
194102,"BEACON BEHAVIORAL HOSPITAL, INC",2471 LOUISIANA AVE,LUTCHER,LA,70071,ST. JAMES,(225) 258-6103,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-90.699598 30.046639)
530011,MEMORIAL HOSPITAL SWEETWATER COUNTY,1200 COLLEGE DRIVE,ROCK SPRINGS,WY,82901,SWEETWATER,(307) 362-3711,Acute Care Hospitals,Government - Local,Yes,,4,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-109.233578 41.58406)
230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,ST. JOSEPH,(269) 273-9602,Acute Care Hospitals,Government - Hospital District or Authority,No,,3,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Not Available,5,POINT (-85.647048 41.934946)
040084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,SALINE,(501) 776-6000,Acute Care Hospitals,Proprietary,Yes,Y,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-92.584405 34.573552)
200021,MID COAST HOSPITAL,123 MEDICAL CENTER DRIVE,BRUNSWICK,ME,04011,CUMBERLAND,(207) 729-0181,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-69.892006 43.905661)
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,6 13TH AVE E,POLSON,MT,59860,LAKE,(406) 883-5377,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-114.163327 47.683344)
111302,BLECKLEY MEMORIAL HOSPITAL,145 PEACOCK STREET,COCHRAN,GA,31014,BLECKLEY,(478) 934-6211,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,Not Available,5,Not Available,5,Not Available,5,Not Available,16,Same as the national average,,Same as the national average,,Not Available,5,POINT (-83.345927 32.384545)
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,(213) 748-2411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,5,POINT (-118.26536300000001 34.037212)
140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,KANE,(630) 978-6200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-88.268415 41.727722)
100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,PALM BEACH,(561) 965-7300,Acute Care Hospitals,Proprietary,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,POINT (-80.09031000000002 26.598548)
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,Acute Care Hospitals,Proprietary,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,POINT (-86.807646 36.152907)
670047,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,3280 JOE BATTLE BLVD,EL PASO,TX,79938,EL PASO,(915) 856-7349,Acute Care Hospitals,Proprietary,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-106.267644 31.790435)
050308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,(650) 940-7000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-122.07793300000002 37.369341)
054096,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BLVD,SACRAMENTO,CA,95826,SACRAMENTO,(916) 386-3000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-121.413836 38.550612)
360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,MARION,(740) 383-8400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,,POINT (-83.128048 40.571602)
050547,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE   /  P O BOX 1493,ELDRIDGE,CA,95431,SONOMA,(707) 938-6000,Acute Care Hospitals,Government - State,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-122.51691000000001 38.349027)
430089,DUNES SURGICAL HOSPITAL,600 N SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,UNION,(605) 232-3332,Acute Care Hospitals,Proprietary,No,,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Same as the national average,,Not Available,16,Not Available,5,POINT (-96.496816 42.504753)
231310,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,48755,HURON,(989) 453-3223,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,5,,Not Available,5,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-83.279517 43.834329)
190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE,LA,70510,VERMILION,(337) 893-5466,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-92.106986 29.97325)
171331,KIOWA DISTRICT HOSPITAL,1002 SOUTH 4TH STREET,KIOWA,KS,67070,BARBER,(620) 825-4131,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,5,Not Available,5,POINT (-98.489795 37.008547)
451306,KIMBLE HOSPITAL,349 REID ROAD,JUNCTION,TX,76849,KIMBLE,(325) 446-3321,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-99.780254 30.499194)
340166,ATRIUM HEALTH UNIVERSITY CITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,MECKLENBURG,(704) 548-6000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-80.747985 35.307836)
280065,GREAT PLAINS HEALTH,601 WEST LEOTA ST,NORTH PLATTE,NE,69101,LINCOLN,(308) 568-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-100.770199 41.120746)
151301,ST VINCENT RANDOLPH HOSPITAL INC,473 E GREENVILLE AVE,WINCHESTER,IN,47394,RANDOLPH,(765) 584-0004,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Not Available,5,Not Available,16,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,5,POINT (-84.970394 40.167877)
531307,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,82240,GOSHEN,(307) 532-4181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-104.191509 42.081765)
051319,MERCY MEDICAL CENTER OF MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,96067,SISKIYOU,(530) 926-6111,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,4,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-122.321554 41.317764000000004)
